ID,Type,Inorganic.Material,Organic.Material,MAT,Targeting,NM.ID,Shape,Charge,PDI,NM.TEM.Size..nm.,Size,Zeta,Tumor_model,Cancer_type,Tumor.Cell.Line,Admin.Dose..mg.kg.,Admin_frequency,Frequency,Sex,Animal,String,Route,Route_ori,TSz_init,TSz_therapy,TSz_control,Time,Tumor.volume,untreated.volume,TGI,TGI.,TGI_cat,Ref..ID..Author..Year.,Year,New.Ref..No.,BW..g.,Drug.1,Dose.1,Dose_1_total,Drug.2,Dose.2,Dose_2_total,Codelivery,Techen,Dosing.Time,PT,PATC,KTRESrelease,KTRESn,KTRES50,KTRESmax,AUCTumor,DE24,DE168,DEmax
656,Organic,,Liposome,Liposome,Passive,phenylephrine-loaded liposomes,Spherical,Neutral,,,70,-4,AH,Skin,B16,10 ug,Multiple,5,Male/Female,mice,C57BL/6,intratumor,intratumor,10,530.5929743,464.9132903,30,530.5929743,464.9132903,-0.141272976,-14.1272976,Low,"Gabriel ,2024",2024,38613483,NA,Phenylephrine,0.14,0.7,NA,0,0,Single,No,"0,3,6,9,12",0.0232761,0.025640147,1.113193,2.4047942,66.109344,0.88747203,299.7761918,0.365405065,0.079380828,0.718941082
657,Organic,,Liposome,Liposome,Passive,phenylephrine-loaded liposomes,Spherical,Neutral,,,70,-4,AH,Skin,B16,10 ug,Multiple,5,Male/Female,mice,C57BL/6,intratumor,intratumor,10,112.4537738,464.9132903,30,112.4537738,464.9132903,0.758118823,75.8118823,High,"Gabriel ,2024",2024,38613483,NA,Phenylephrine,0.14,0.7,NA,0,0,Single,Yes,"0,3,6,9,12",0.0232761,0.025640147,1.113193,2.4047942,66.109344,0.88747203,299.7761918,0.365405065,0.079380828,0.718941082
658,Hybrid,,,Hybrid,Passive,zp,Spherical,Neutral,,130,160,-6.79,AH,Skin,B16/F10,,Multiple,2,Female,mice,C57BL/6,iv,iv,150,705,1087,14,705,1087,0.351425943,35.1425943,Low,"Jiao,2024",2024,38642859,19,NP,20,40,NA,NA,NA,NP,No,"0,4",0.009826701,0.011504079,4.5562544,3.2023125,48.299023,0.6900311,44.0280877,0.149698456,0.004121627,0.227140042
659,Hybrid,,,Hybrid,Active,zp-F3,Spherical,Neutral,0.144,,166,-4.96,AH,Skin,B16/F10,,Multiple,2,Female,mice,C57BL/6,iv,iv,150,955.2631579,1087,14,955.2631579,1087,0.121193047,12.1193047,Low,"Jiao,2024",2024,38642859,19,f3,0.112,0.224,NA,0,0,Single,No,"0,4",0.031799253,0.059848066,2.3045962,2.0548875,61.00378,0.67792994,147.3231236,0.491405791,0.014612036,0.740525495
660,Hybrid,,,Hybrid,Passive,zp,Spherical,Neutral,,130,160,-6.79,AH,Skin,B16/F10,,Multiple,2,Female,mice,C57BL/6,iv,iv,150,172.9411765,1087,14,172.9411765,1087,0.840900482,84.0900482,High,"Jiao,2024",2024,38642859,19,NP,20,40,NA,NA,NA,NP,Yes,"0,4",0.009826701,0.011504081,4.5562544,3.2023127,48.299038,0.6900312,44.02810986,0.149698484,0.004121633,0.227140028
661,Hybrid,,,Hybrid,Active,zp-F3,Spherical,Neutral,0.144,,166,-4.96,AH,Skin,B16/F10,,Multiple,2,Female,mice,C57BL/6,iv,iv,150,80.47058824,1087,14,80.47058824,1087,0.92597002,92.597002,High,"Jiao,2024",2024,38642859,19,f3,0.112,0.224,NA,0,0,Single,Yes,"0,4",0.031799253,0.059848055,2.3045964,2.0548873,61.00378,0.67793,147.3232436,0.491405799,0.014612012,0.740525495
662,Organic,,Liposome,Liposome,Passive,Lipos,Spherical,Positive,,,100,46.4,AH,Breast,4T1,10,Multiple,5,Female,mice,BALB/c,peritumoral,peritumoral,100,384.4444444,666.6666667,17,384.4444444,666.6666667,0.423333333,42.3333333,Low,"Wang,2024",2024,38647653,20,DOX,10,50,NA,0,0,Single,No,"0,4,8,12,16",0.13374303,0.019101255,0.26717213,0.21846293,7.4452653,1.3853278,3892.561883,7.428507903,0.24039168,7.64405287
663,Organic,,Liposome,Liposome,Passive,Lipos@GSH-GG,Spherical,Negative,0.21,,400,-25.9,AH,Breast,4T1,10,Multiple,5,Female,mice,BALB/c,peritumoral,peritumoral,100,77.77777778,666.6666667,17,77.77777778,666.6666667,0.883333333,88.3333333,High,"Wang,2024",2024,38647653,20,DOX,10,50,NA,0,0,Single,No,"0,4,8,12,16",0.44866365,0.033847068,0.23076497,0.008531316,1.28359,0.94439864,9214.214083,17.75102934,0.636549808,18.64176981
666,Organic,,Liposome,Liposome,Passive,SLR-LNP,Spherical,Neutral,,,100,0,AH,Skin,B16.f10,0.5,Multiple,3,Female,mice,C57BL/6,intratumor,intratumor,100,434.7749442,1397.373369,10,434.7749442,1397.373369,0.688862724,68.8862724,High,"Wang-Bishop, 2024",2024,38652829,NA,RNA,0.5,1.5,NA,0,0,Single,No,"0,3,6",0.023296263,0.024388459,1.0678905,2.4349732,66.52313,0.8774208,157.5174165,0.366379286,0.080732316,0.676761748
667,Organic,,Liposome,Liposome,Passive,SLR-LNP,Spherical,Neutral,,,100,0,XO,Breast,MFP e0711,0.5,Multiple,3,Female,mice,C57BL/6,iv,iv,150,287.1848739,1662.342437,15,287.1848739,1662.342437,0.827240845,82.7240845,High,"Wang-Bishop, 2024",2024,38652829,NA,RNA,0.5,1.5,NA,0,0,Single,No,"0,3,6",0.008397296,0.01874504,0.8212177,3.481515,3.3370082,1.9334779,149.709344,0.428113183,0.058241504,0.48816878
668,Organic,,Liposome,Liposome,Passive,SLR-LNP,Spherical,Neutral,,,100,0,AH,Skin,B16.f10,10ug,Multiple,3,Female,mice,C57BL/6,iv,iv,100,241.1447338,1859.7232,7,241.1447338,1859.7232,0.870332997,87.0332997,High,"Wang-Bishop, 2024",2024,38652829,NA,RNA,0.5,1.5,NA,0,0,Single,No,"0,3,6",0.023296263,0.024388459,1.0678905,2.4349732,66.52313,0.8774208,148.1778722,0.366379286,0.080732316,0.676761748
669,Inorganic,Others,,In_Others,Passive,pdns,Plate,Neutral,,36.4,120,-8.13,XH,Lung,A549,0.75,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,100,183,208,12,183,208,0.120192308,12.0192308,Low,"Sancho-Albero,2024",2024,38667306,17.5,Pd,0.75,1.5,NA,0,0,Single,No,"0,7",0.061535418,0.03746271,2.5166035,0.64258933,0.0948414,0.6895549,293.3340084,1.166684632,0.011440952,1.543503365
671,Inorganic,Others,,In_Others,Passive,pdns+pro-PTX,Plate,Neutral,,36.4,120,-8.13,XH,Lung,A549,0.75,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,100,130,208,12,130,208,0.375,37.5,Low,"Sancho-Albero,2024",2024,38667306,17.5,Pd,0.75,1.5,NA,0,0,Single,Yes,"0,7",0.061535418,0.03746271,2.5166035,0.64258933,0.0948414,0.6895549,293.3340084,1.166684632,0.011440952,1.543503365
672,Inorganic,Others,,In_Others,Active,CPT3@ATRA3@DL-HMCON@HA,Spherical,Negative,,,279.5,-32.4,AH,Breast,4T1 non-sp,5,Multiple,2,Female,mice,BALB/c,iv,iv,100,401.4084507,1795.774648,20,401.4084507,1795.774648,0.776470588,77.6470588,High,"Li,2024",2024,38670140,17.5,CPT,5,10,NA,0,0,Single,No,"0,3",0.19424719,0.004919371,0.40265748,4.826611,12.42322,0.89528275,2180.872892,7.040868235,0.240880744,7.52963839
673,Inorganic,Others,,In_Others,Active,CPT3@ATRA3@DL-HMCON@HA,Spherical,Negative,,,279.5,-32.4,AH,Breast,4T1 sp,5,Multiple,2,Female,mice,BALB/c,iv,iv,100,168.7898089,2015.923567,12,168.7898089,2015.923567,0.916271722,91.6271722,High,"Li,2024",2024,38670140,17.5,CPT,5,10,NA,0,0,Single,No,"0,3",0.19424719,0.004919371,0.40265748,4.826611,12.42322,0.89528275,2023.635879,7.040868235,0.240880744,7.52963839
674,Organic,,Polymeric,Polymeric,Passive,gemcitabine-loaded β-glucan NP,Others,Neutral,0.18,,447.6,-1.2,AH,Breast,4T1,30,Multiple,3,Male,mice,BALB/c nude,po,po,150,785.660055,2374.537345,12,785.660055,2374.537345,0.669131312,66.9131312,High,"Chen,2024",2024,38675207,23,GEM,30,90,NA,0,0,Single,No,"0,2,4",0.60775304,0.02220636,0.6382899,1.9084263,27.581686,0.80492175,6554.8354,11.78778328,0.858106375,19.93942872
675,Organic,,Polymeric,Polymeric,Passive,TPL/Ce6 NPs+L,Spherical,Negative,,,168,-15,XH,Liver,H22,0.3/4,Multiple,8,Male,mice,Nude,iv,iv,150,222.5257811,1660.843466,14,222.5257811,1660.843466,0.866016403,86.6016403,High,"Huang,2024",2024,38699684,20,TPL,0.3,2.4,Ce6,4,32,Combination,Yes,"0,2,4,6,8,10,12,14",0.077868775,0.010935255,0.4053765,0.29818258,0.86465293,0.85376906,1885.875378,2.93739347,0.592840566,4.016429883
676,Hybrid,,,Hybrid,Passive,ZIF,Others,Positive,0.283,,112,29.8,XH,Lung,A549,,Multiple,6,Female,mice,BALB/c nude,intratumor,intratumor,100,499.7088653,484.1207923,13,499.7088653,484.1207923,-0.032198727,-3.2198727,Low,"Yan,2024",2024,38708182,18,NP,NA,NA,NA,NA,NA,NP,No,"0,2,4,6,8,10",0.12638174,0.006440577,0.038482785,2.0281053,10.225836,0.69183826,14247.20803,9.896331145,12.25424294,19.95130506
678,Organic,,Hydrogel,Hydrogel,Passive,DOX@CHADA,Rod,Neutral,,,10,3.5,XH,Liver,H22,10,Multiple,3,Male,mice,BALB/c,iv,iv,200,542.0457121,1193.497994,14,542.0457121,1193.497994,0.545834417,54.5834417,Low,"Lin,2024",2024,38723827,25,DOX,10,30,NA,0,0,Single,No,"0,4,8",0.0493124,0.007014002,0.63548374,3.341022,11.263978,0.725775,630.2987078,1.476753421,0.039436027,1.47917081
681,Organic,,Polymeric,Polymeric,Passive,PLGA NP-PTX,Spherical,Negative,0.205,,193.5,-24.3,XO,Breast,UGR01,5,Multiple,4,Female,mice,NSG,iv,iv,150,339.6,446.4,14,339.6,446.4,0.239247312,23.9247312,Low,"Blaya-Cánovas,2024",2024,38730475,30,DTX,5,20,NA,0,0,Single,No,"0,3,7,10",0.13490972,0.027476521,0.57583153,1.2898602,0.04705996,1.4084026,4285.86377,6.716840814,0.167340905,7.902485821
682,Organic,,Polymeric,Polymeric,Active," biomimetic nanoparticles coated 
with membranes of exhausted T-lymphocytes （Next）-PTX",Spherical,Negative,0.236,,207.72,-25.6,XO,Breast,UGR01,5,Multiple,4,Female,mice,NSG,iv,iv,150,223.2,446.4,14,223.2,446.4,0.5,50,Low,"Blaya-Cánovas,2024",2024,38730475,30,DTX,5,20,NA,0,0,Single,No,"0,3,7,10",0.11432246,0.018482625,0.7843387,0.26890436,0.8263242,3.3610072,4437.894873,6.613266785,0.187349756,7.225378341
683,Organic,,Polymeric,Polymeric,Passive,DSPE-PMs Na (1:4),Spherical,Negative,0.2,,130.4,-42.3,AH,Breast,4T1,1,Multiple,4,Female,mice,BALB/c,iv,iv,100,493.5529148,1074.408159,10,493.5529148,1074.408159,0.540628103,54.0628103,Low,"Zhang,2024",2024,38735255,20,MTO,1,4,NA,0,0,Single,No,"0,2,4,6",1.1360631,0.035598148,0.26961142,1.9369051,0.41542652,1.0052258,28041.41593,44.67193192,24.39470516,60.03773159
684,Organic,,Polymeric,Polymeric,Passive,DSPE-PMs Na (1:4),Spherical,Negative,0.2,,130.4,-42.3,AH,Breast,4T1,4,Multiple,4,Female,mice,BALB/c,iv,iv,100,297.8384954,749.6771779,6,297.8384954,749.6771779,0.602711001,60.2711001,Low,"Zhang,2024",2024,38735255,20,MTO,4,16,NA,0,0,Single,No,"0,2,4,6",1.1360631,0.035598148,0.26961142,1.9369051,0.41542652,1.0052258,21502.62757,44.67193192,NA,60.03773159
685,Organic,,Polymeric,Polymeric,Passive,DSPE-PMs Na (1:5),Spherical,Negative,0.18,,130.8,-46,AH,Breast,4T1,1,Multiple,4,Female,mice,BALB/c,iv,iv,100,465.9867128,1074.408159,10,465.9867128,1074.408159,0.566285207,56.6285207,Low,"Zhang,2024",2024,38735255,20,MTO,1,4,NA,0,0,Single,No,"0,2,4,6",1.129768,0.03648528,0.26744187,1.9787128,0.42034596,0.9949086,27907.77914,44.55162704,24.15849317,60.2083156
686,Organic,,Polymeric,Polymeric,Passive,DSPE-PMs Na (1:5),Spherical,Negative,0.18,,130.8,-46,AH,Breast,4T1,4,Multiple,4,Female,mice,BALB/c,iv,iv,100,244.9237391,798.6057827,7,244.9237391,798.6057827,0.693310837,69.3310837,High,"Zhang,2024",2024,38735255,20,MTO,4,16,NA,0,0,Single,No,"0,2,4,6",1.129768,0.03648528,0.26744187,1.9787128,0.42034596,0.9949086,24587.21159,44.55162704,24.15849317,60.2083156
688,Organic,,Polymeric,Polymeric,Passive,mPEG-Pep-PCL (GANP),Spherical,Neutral,0.05,,190,-8,AH,Colon,CT26,5,Multiple,2,Male,mice,BALB/c,intratumor,intratumor,100,1381.901402,2066.177172,14,1381.901402,2066.177172,0.33117962,33.117962,Low,"Jing,2024",2024,38750838,20,GA,5,10,NA,0,0,Single,No,"0,14",0.014447811,0.001630614,0.29688978,1.8242546,8.58629,0.72637856,141.1068212,0.645149518,0.007223999,0.647096176
689,Inorganic,Silica,,Silica,Active,DOX/MSN@PDA_HA,Spherical,Negative,,,207.49,-11.53,AH,Breast,4T1,4,Multiple,3,Female,mice,BALB/c,iv,iv,100,1689.986164,3746.108613,15,1689.986164,3746.108613,0.548868883,54.8868883,Low,"Chen,2024",2024,38758027,20,DOX,4,12,NA,0,0,Single,No,"0,3,6",0.20642354,0.0049615,0.34845674,2.6233819,40.79282,0.7221632,2356.492584,3.667494662,2.514016486,5.197001151
690,Inorganic,Silica,,Silica,Active,DOX/MSN@PDA_HA+NI,Spherical,Negative,,,207.49,-11.53,AH,Breast,4T1,4,Multiple,3,Female,mice,BALB/c,iv,iv,100,377.2597015,3746.108613,15,377.2597015,3746.108613,0.899292909,89.9292909,High,"Chen,2024",2024,38758027,20,DOX,4,12,NA,0,0,Single,Yes,"0,3,6",0.20642354,0.0049615,0.34845674,2.6233819,40.79282,0.7221632,2356.492584,3.667494662,2.514016486,5.197001151
691,Inorganic,Silica,,Silica,Active,MSN@PDA_HA+NI,Spherical,Negative,,,186.9,-15.9,AH,Breast,4T1,,Multiple,3,Female,mice,BALB/c,iv,iv,100,2443.18899,3746.108613,15,2443.18899,3746.108613,0.347806152,34.7806152,Low,"Chen,2024",2024,38758027,20,NP,NA,NA,NA,NA,NA,NP,Yes,"0,3,6",0.20150504,0.005150388,0.37003112,2.6536314,41.15383,0.7231147,2226.787974,3.546912297,2.297521126,5.055635246
692,Organic,,Polymeric,Polymeric,Passive,CTB-PS-NPS,Others,Positive,,,190,10.3,AO,Colon,DMH-induced,10,Multiple,22,Male,mice,BALB/c,ip,ip,75,1376.837594,2695.973234,21,1376.837594,2695.973234,0.489298493,48.9298493,Low,"Bhattacharya,2024",2024,38763329,25,CTB,10,220,NA,0,0,Single,No,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.0803596,0.009209843,0.08104533,0.38043022,10.398289,0.9021611,21530.53089,6.817063453,4.830439527,14.0627299
693,Organic,,Polymeric,Polymeric,Passive,CTB-CS-NPS,Others,Positive,,,196,27.3,AO,Colon,DMH-induced,10,Multiple,22,Male,mice,BALB/c,ip,ip,75,814.0384141,2695.973234,21,814.0384141,2695.973234,0.69805397,69.805397,High,"Bhattacharya,2024",2024,38763329,25,CTB,10,220,NA,0,0,Single,No,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.08123583,0.009415487,0.11403945,0.33993003,10.25883,0.8853402,15743.21049,5.726865947,3.105503464,10.96830377
694,Organic,,Polymeric,Polymeric,Passive,CTB-PS-CS-NPS,Others,Positive,,,245,30.3,AO,Colon,DMH-induced,10,Multiple,22,Male,mice,BALB/c,ip,ip,75,767.8913045,2695.973234,21,767.8913045,2695.973234,0.715171021,71.5171021,High,"Bhattacharya,2024",2024,38763329,25,CTB,10,220,NA,0,0,Single,No,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.08140257,0.009285147,0.12229952,0.34206945,10.253777,0.88147545,14866.60893,5.498702414,2.858054193,10.44429069
695,Organic,,Polymeric,Polymeric,Active,HA-UA/C-6 NPs,Spherical,Negative,0.15,,173.28,-16.7,AO,Breast,4T1,5,Multiple,6,Female,mice,BALB/c,iv,iv,105,210.4844036,2413.517868,20,210.4844036,2413.517868,0.912789374,91.2789374,High,"Sharma, 2024",2024,38763723,22.5,PTX,5,30,UA,3.86,23.16,Combination,No,"0,4,8,12,16,20",0.748611,0.053218625,0.6235181,2.3262584,0.41798678,1.7246065,21507.13423,30.49649276,1.480213427,33.09028296
701,Organic,,Polymeric,Polymeric,Passive, Cur-Dox ND,Spherical,Neutral,0.257,,27,0,AH,Breast,4T1,4.5,Multiple,7,Female,mice,BALB/c,iv,iv,120,446.4378922,901.5880948,13,446.4378922,901.5880948,0.504831647,50.4831647,Low,"Wang,2024",2024,38774026,20,DOX,4.5,31.5,CUR,NA,0,Combination,No,"0,2,4,6,8,10,12",0.2340014,0.040664833,0.31323886,0.68358815,10.416901,0.85233283,6235.739905,8.607871855,2.502636411,12.60667856
702,Organic,,Polymeric,Polymeric,Passive, Cur-Dox ND+L,Spherical,Neutral,0.257,,27,0,AH,Breast,4T1,4.5,Multiple,7,Female,mice,BALB/c,iv,iv,120,0,901.5880948,13,0,901.5880948,1,100,High,"Wang,2024",2024,38774026,20,DOX,4.5,31.5,CUR,NA,0,Combination,Yes,"0,2,4,6,8,10,12",0.23400143,0.040664833,0.31323883,0.683588,10.416901,0.85233283,6235.740632,8.607873163,2.502637007,12.60668027
703,Organic,,Polymeric,Polymeric,Passive,ECPP,Spherical,Negative,0.126,87,98.2,-14.97,AH,Breast,4T1,2,Multiple,5,Female,mice,BALB/c,iv,iv,70,924.5283019,22022.96191,20,13.20754717,23.82075472,0.445544554,44.5544554,Low,"Wu,2024",2024,38788695,16,CHL,2,10,NA,0,0,Single,No,"0,2,4,6,8",1.1846776,0.029539216,0.30306798,1.541557,0.39457744,1.0959964,30770.19878,44.69669678,25.20387596,59.96813376
704,Inorganic,Silica,,Silica,Passive,MSN-SS@DOX,Spherical,Positive,0.31,,123.93,35.13,XH,Breast,MCF-7,3,Multiple,6,Female,mice,BALB/c nude,iv,iv,75,331.5,630.75,15,4.42,8.41,0.469474827,46.9474827,Low,"Yang,2024",2024,38791591,17.5,DOX,3,18,NA,0,0,Single,No,"0,3,6,9,12,15",0.04411353,0.009091688,1.0640996,0.8239298,2.6469572,0.7943008,462.4273957,1.081508628,0.156971228,1.259481183
705,Inorganic,Silica,,Silica,Passive,LMSN-SS@DOX,Spherical,Neutral,0.35,,181.23,6.25,XH,Breast,MCF-7,3,Multiple,6,Female,mice,BALB/c nude,iv,iv,75,149.25,630.75,15,1.99,8.41,0.751692072,75.1692072,High,"Yang,2024",2024,38791591,17.5,DOX,3,18,NA,0,0,Single,No,"0,3,6,9,12,15",0.01968626,0.018098155,1.5855973,1.6318898,0.47396633,0.734872,181.9914453,0.434328956,0.056593827,0.560739733
706,Inorganic,Silica,,Silica,Active,ht-LMSN-SS@DOX,Spherical,Negative,0.22,,196.2,-31.07,XH,Breast,MCF-7,3,Multiple,6,Female,mice,BALB/c nude,iv,iv,75,100.5,630.75,15,1.34,8.41,0.838714995,83.8714995,High,"Yang,2024",2024,38791591,17.5,DOX,3,18,NA,0,0,Single,No,"0,3,6,9,12,15",0.16737969,0.006959145,1.1485095,0.53277844,12.441648,0.8116848,1564.698764,3.480858524,0.650442581,3.835595453
707,Inorganic,Silica,,Silica,Passive,PTX-MSN-S,Spherical,Negative,0.225,,230,-25.4,AH,Breast,4T1,10,Multiple,7,Female,mice,BALB/c,iv,iv,150,1113.480494,1455.628569,28,1113.480494,1455.628569,0.235051772,23.5051772,Low,"Fang,2024",2024,38794294,20,PTX,10,70,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.053679843,0.025083706,1.5190454,3.1269493,10.2049055,0.8115828,838.1405088,1.189453,0.164265196,1.522065142
708,Inorganic,Silica,,Silica,Passive,PTX-MSN-R,Rod,Negative,0.26,,240,-22.8,AH,Breast,4T1,10,Multiple,7,Female,mice,BALB/c,iv,iv,150,1166.113752,1455.628569,28,1166.113752,1455.628569,0.198893333,19.8893333,Low,"Fang,2024",2024,38794294,20,PTX,10,70,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.08575432,0.04853098,1.1174424,2.801643,1.2607838,0.685685,1445.293276,2.059729647,0.282617435,2.554791567
709,Inorganic,Silica,,Silica,Passive,PTX-MSN-H,Plate,Negative,0.251,,210,-21.9,AH,Breast,4T1,10,Multiple,7,Female,mice,BALB/c,iv,iv,150,964.2572331,1455.628569,28,964.2572331,1455.628569,0.337566427,33.7566427,Low,"Fang,2024",2024,38794294,20,PTX,10,70,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.100374885,0.013494437,4.8422875,2.869009,3.252478,0.70951724,1201.904253,1.715730113,0.232534032,2.18542424
710,Inorganic,Silica,,Silica,Passive,CMSNs4.0,Spherical,Positive,,109.2,185.8,36.6,AH,Pancreas,panc02,5,Multiple,3,Female,mice,C57BL/6,sc,sc,90,264.2109079,361.8711471,14,264.2109079,361.8711471,0.269875728,26.9875728,Low,"Qiu,2024",2024,38795893,20,DOX,5,15,NA,0,0,Single,No,"0,2,4",0.014939827,0.009866923,0.9088219,1.9017583,0.6773395,0.9431228,172.8906131,0.461917111,0.017299579,0.702694591
711,Inorganic,Silica,,Silica,Passive,Ord-MSNs,Spherical,Negative,,81,150.6,-15.9,AH,Pancreas,panc02,5,Multiple,3,Female,mice,C57BL/6,sc,sc,90,231.0252416,361.8711471,14,231.0252416,361.8711471,0.361581482,36.1581482,Low,"Qiu,2024",2024,38795893,20,DOX,5,15,NA,0,0,Single,No,"0,2,4",0.036140073,0.029841792,0.23979032,2.8876805,1.2690979,1.0703585,1096.356832,2.998758331,0.115625423,3.550354862
712,Inorganic,Silica,,Silica,Passive,CMSNs4.5,Spherical,Positive,,124.7,185.8,36.1,AH,Pancreas,panc02,5,Multiple,3,Female,mice,C57BL/6,sc,sc,90,137.832864,361.8711471,14,137.832864,361.8711471,0.619110655,61.9110655,Low,"Qiu,2024",2024,38795893,20,DOX,5,15,NA,0,0,Single,No,"0,2,4",0.014869386,0.009871062,0.9116379,1.9038225,0.6777635,0.944149,172.3738378,0.459263265,0.01719483,0.702060863
713,Organic,,Polymeric,Polymeric,Passive,DOX@HABN,Spherical,Neutral,,80,131.4,-7.1,XH,Cervix,Hela,4,Multiple,5,Female,mice,BALB/c nude,iv,iv,50,205.5445664,919.324237,34,205.5445664,919.324237,0.776417766,77.6417766,High,"Lee,2024",2024,38828202,NA,DOX,4,20,NA,0,0,Single,No,"0,3,6,9,12",0.068062,0.009401626,0.28258052,2.8657625,16.031551,0.781658,2036.389465,2.572834117,0.769671571,2.907287146
717,Organic,,Polymeric,Polymeric,Passive,PLGA-IMQ-BRAF,Spherical,Negative,0.283,,228.3,-52,XO,Skin,BPD6,1.81:3.61,Multiple,3,Female,mice,C57BL/6,sc,sc,75,1249.399117,2760.474088,27,1249.399117,2760.474088,0.547396905,54.7396905,Low,"Alharthi,2024",2024,38839718,18,BRAF,1.81,5.43,IMQ,3.61,10.83,Combination,No,"0,6,12",0.02681594,0.1267697,0.49672025,2.4268007,9.9934845,1.110925,409.5831225,1.160727282,0.173282358,1.219841447
718,Organic,,Polymeric,Polymeric,Passive,PEG-PLGA-IMQ-BRAF,Spherical,Negative,0.278,,203,-21,XO,Skin,BPD6,1.81:3.61,Multiple,3,Female,mice,C57BL/6,sc,sc,75,960.6743263,2760.474088,27,960.6743263,2760.474088,0.65198937,65.198937,High,"Alharthi,2024",2024,38839718,18,BRAF,1.81,5.43,IMQ,3.61,10.83,Combination,No,"0,6,12",0.030548597,0.10559278,0.51987803,1.9948268,8.382466,1.2575467,495.6871149,1.400015754,0.208697452,1.47661137
721,Organic,,Polymeric,Polymeric,Active,ALN + OA@NCs,Spherical,Negative,0.21,,142.8,-26.41,AH,Breast,4T1,10,Multiple,7,Female,mice,BALB/c,iv,iv,100,49.49647981,765.8319223,18,49.49647981,765.8319223,0.935369004,93.5369004,High,"Shukla,2024",2024,38844176,22.5,OA,10,70,NA,0,0,Single,No,"0,4,7,10,13,16,19",1.758041,0.020926079,0.48461258,2.9320483,3.71238,1.2571495,48350.6667,45.70891644,8.086540409,45.91593199
723,Hybrid,,,Hybrid,Passive,HIGP-L,Others,Negative,,,245.1,-20,XH,Breast,MCF-7,10,Multiple,5,Female,mice,BALB/c nude,iv,iv,80,383.8030924,1104.84866,14,383.8030924,1104.84866,0.652619308,65.2619308,High,"He, 2024",2024,38848796,18,HNK,10,50,NA,0,0,Single,Yes,"0,2,4,6,8",0.2225946,0.1269927,0.27733678,2.608974,1.8061525,0.8697736,5889.100219,12.47679697,2.9468172,16.1321325
724,Hybrid,,,Hybrid,Active,HIGP/CM+L,Others,Negative,,,284.7,-25.2,XH,Breast,MCF-7,10,Multiple,5,Female,mice,BALB/c nude,iv,iv,80,50.4456843,1104.84866,14,50.4456843,1104.84866,0.954341544,95.4341544,High,"He, 2024",2024,38848796,18,HNK,10,50,NA,0,0,Single,Yes,"0,2,4,6,8",0.17934315,0.13361087,0.15073314,2.5627356,2.3492498,0.72789055,6579.008014,13.71324212,4.040808949,16.21461834
728,Organic,,Polymeric,Polymeric,Passive,CUR-MPKE,Spherical,Neutral,0.331,,159,-6.2,XH,Lung,glc-82,5,Multiple,6,Male,mice,Nude,sc,sc,100,223.2714959,710.2555644,21,223.2714959,710.2555644,0.685646256,68.5646256,High,"Wang,2024",2024,38851615,25,CUR,5,30,NA,0,0,Single,No,"0,3,7,10,14,17",0.05473902,0.012726528,0.5563144,1.0050849,3.4397523,0.81864727,1370.842927,1.857743988,0.047903057,1.947021031
729,Organic,,Polymeric,Polymeric,Active,Dox@CLGs,Spherical,Negative,0.17,,28.77,-22.6,AH,Others,4T1/NIH-3T3 c,3,Multiple,7,Female,mice,BALB/c,iv,iv,80,227.7785438,731.2672366,12,227.7785438,731.2672366,0.688515316,68.8515316,High,"Wu,2024",2024,38855730,19,DOX,3,21,NA,0,0,Single,No,"0,2,4,6,8,10,12,14",0.33816466,0.006976354,0.39594245,1.1451967,5.899636,0.75905555,6838.926641,11.18470555,4.271048111,14.03723132
733,Organic,,Polymeric,Polymeric,Active,HGS-DOX,Spherical,Negative,0.15,,128.2,-34.63,AO,Breast,4T1,20,Multiple,10,Female,mice,BALB/c,po,po,100,264.4329897,1083.762887,9,264.4329897,1083.762887,0.756004756,75.6004756,High,"Wu,2024",2024,38880443,17,DOX,5.416,54.16,NA,0,0,Single,No,"0,1,2,3,4,5,6,7,8,9",0.721731,0.05715607,0.6247827,2.688489,0.48193932,1.7046347,23642.5776,29.50532499,13.17284356,59.26419723
736,Organic,,Polymeric,Polymeric,Passive,D-PDA-sEVs,Spherical,Negative,,,88,-21.26,AH,Breast,4T1,5,Multiple,6,,mice,BALB/c,iv,iv,50,917.2453402,2655.563097,14,917.2453402,2655.563097,0.654594786,65.4594786,High,"Hu,2024",2024,38919091,NA,DOX,5,30,NA,0,0,Single,No,"0,3,6,9,12,15",1.1844321,0.031234661,0.29069462,1.56816,0.39651918,1.0779424,32784.51662,45.2310053,22.20089803,45.36606551
